"","MolecularWeight","XLogP","HydrogenBondDonorCount","HydrogenBondAcceptorCount","PolarSurfaceArea","FormalCharge","NumRings","RotatableBondCount","Refractivity","XLogP","Ro5","Ghose","Veber","Blood","Skin","Brain","Testis","AdiposeTissue","Muscle","Nerve","BloodVessel","Heart","Lung","Esophagus","Kidney","Thyroid","Pituitary","Uterus","Pancreas","Vagina","Stomach","AdrenalGland","Colon","Prostate","Spleen","Liver","FallopianTube","Ovary","Breast","Bladder","CervixUteri","SmallIntestine","SalivaryGland","lossFreq","maxBtwn","maxDegree","nTargets","wQED","response"
"Milnacipran",246.173213336,1.421706623,1,2,46.33,0,2,5,73.8095,1.23,0,0,1,0.0842119008302689,0.148703664541245,10,2.97342455387115,0.268325090408325,0.033454030752182,0.286698222160339,0.0624394118785858,0.0429571680724621,10,0.184468820691109,0.110948335379362,0.129352517426014,0.174778342247009,0.189510755240917,0.118998996913433,0.151783697307109,0.290863066911697,0.119057722389698,1.46748006343842,1.4858295917511,0.107961647212506,0.0223875576630235,0.14973159134388,0.0378248915076256,0.451115414500237,0.108225472271442,0.103928744792938,1.80216777324677,1.31413555145264,0.431952662721893,34771.9728108602,84,3,0.141,0
"Clevidipine",455.090242887,4.08982829766667,1,4,90.93,0,2,10,113.9308,0.00267,0,0,1,0.170886397361755,1.1269668340683,1.63635396957397,2.86153984069824,1.35396063327789,10,1.21974217891694,9.1516695022583,9.25574493408203,4.83775091171265,6.15538501739502,1.35887461900711,2.35670149326325,7.18802332878112,10,0.865921974182129,2.31113314628601,1.46805834770203,6.29083037376403,4.6773738861084,5.33134174346924,2.221275806427,0.797114640474319,3.10859143733979,0.735270500183105,1.21161508560181,6.58905172348022,3.26262593269348,1.77597284317017,0.599160134792328,0.543539325842697,40315.9422967518,104,4,0.602,0
"Ospemifene",378.138657687,5.56038866066667,1,2,29.46,0,3,8,121.6837,0.000526,1,0,0,0.0589043572545052,0.226209901273251,0.131807073950768,1.19839429855347,0.843457221984863,0.241446048021317,0.709412068128586,0.832736253738403,0.219112232327461,0.642335712909698,0.181783482432365,0.335101813077927,0.930546700954437,2.72337627410889,10,0.155825898051262,10,0.150477930903435,0.527429178357124,0.137783534824848,1.67957711219788,0.555809438228608,1.93741488456726,10,2.84999847412109,2.84843933582306,0.971309423446655,10,0.210876032710075,0.246239960193634,0.325443786982249,1307522.3643883,656,1,0.597,0
"Iloperidone",426.195485567,3.22135262533333,0,5,64.8,0,4,8,116.6455,0.0304,0,0,1,0.123829908668995,3.65049242973328,2.53534317016602,5.8181402683258,7.94715452194214,1.12558507919312,4.43989658355713,10,1.68452489376068,2.63530588150024,1.46078670024872,10,1.00361144542694,10,10,1.4245445728302,8.30490660667419,0.985235035419464,1.43022119998932,2.13817012310028,10,10,7.43222904205322,10,2.30826163291931,3.94688713550567,2.29298448562622,10,2.01194953918457,6.04128122329712,0.495495495495495,47272.597854723,40,2,0.435,0
"Ezogabine",303.13830504,2.698082501,3,4,76.38,0,2,6,87.0164,0.0307,0,0,1,0.167793855071068,0.528722122311592,10,6.47529578208924,1.52813374996185,5.92514514923096,1.41990268230438,7.13221788406372,1.05502164363861,1.83463203907013,8.16726684570312,0.447120070457458,1.41829425096512,8.71448040008545,7.15872740745544,0.918055057525635,2.03476107120514,2.04075455665588,0.252481736242771,4.59686851501465,3.75707650184631,0.43932181596756,0.166435390710831,5.88681268692017,0.82065862417221,1.86337715387344,4.74555969238281,2.64922690391541,1.52317357063293,2.33587098121643,0.446428571428571,22307.7357877417,10,2,0.435,0
"Ingenol Mebutate",430.23553882,2.505605261,3,5,104.06,0,4,4,117.8567,0.279,0,0,1,10,10,10,10,10,2.1656768321991,10,10,5.00124168395996,10,10,10,10,5.39002466201782,7.72514748573304,8.51130294799805,10,10,10,10,10,10,2.66535925865174,10,7.5095043182373,10,10,10,10,10,0.378787878787879,877765.657076991,436,2,0.639,0
"Indacaterol",392.209992772,3.2633259742509,4,4,81.59,0,4,6,118.1024,0.00798,0,0,1,2.3621232509613,5.37609219551086,0.941243946552277,0.346510902047158,10,2.87335348129272,3.39462804794312,1.30953574180603,2.78101205825806,10,4.53918027877808,0.481972917914391,1.2767823934555,0.250214859843254,1.98963850736618,0.371416389942169,8.28708910942077,2.47661280632019,0.441770941019058,1.40235507488251,4.42011737823487,6.51806712150574,2.61873698234558,2.31984293460846,0.295605152845383,10,2.25121188163757,3.50074148178101,2.7354109287262,5.83173942565918,0.359649122807018,89139.8620532447,74,1,0.481,0
"Methsuximide",203.094628665,1.46300905766667,0,2,37.38,0,2,1,56.3486,2.13,0,0,0,0.00701922550797462,0.359307840466499,2.0116171836853,0.543859720230103,0.122060537338257,0.0152686890214682,0.0433835312724113,0.0705068111419678,0.0781942829489708,0.151699632406235,0.0906902849674225,0.0123658813536167,0.190093249082565,0.107501067221165,1.29579609632492,0.0279214773327112,2.79615044593811,0.0686277076601982,0.103311140090227,0.0829667039215565,0.700916528701782,0.0483553130179644,0.0043015438131988,2.29239892959594,3.26220417022705,0.537010967731476,0.0325640216469765,4.44412279129028,0.104649588465691,0.101794824004173,0.364937388193202,703.152143706746,6,1,0.352,0
"Rotigotine",315.165685117,4.3391279595803,1,2,23.47,0,3,6,94.5579,0.00904,0,0,0,0.123829908668995,0.40810053050518,1.91126656532288,2.47772061824798,3.5353147983551,2.284672498703,3.44231116771698,1.38979852199554,2.89198708534241,0.403981655836105,1.74661874771118,1.99822121858597,1.20179134607315,10,1.47009640932083,0.574260592460632,1.21620458364487,1.23732757568359,1.2313501238823,1.2220042347908,1.43420243263244,7.9036169052124,2.87307333946228,2.38483738899231,2.30826163291931,1.79509341716766,1.98513174057007,1.17901992797852,1.94875144958496,6.04128122329712,0.55625,47272.597854723,40,7,0.19,0
"Vandetanib",474.106666884,4.54296474966667,1,6,59.51,0,4,6,118.6349,0.0102,0,0,1,10,10,10,3.52943289279938,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.48936170212766,1872057.68607053,756,2,0.435,0
"Abiraterone",349.240564619,3.96529291066667,1,2,33.12,0,5,1,107.3024,0.00305,0,0,0,0.19178631901741,0.30593042075634,0.560263156890869,8.10669088363647,0.498659193515778,0.75842797756195,1.30397260189056,0.850861012935638,0.184833228588104,0.368649691343307,0.532503366470337,4.96346378326416,2.82764112949372,0.655594557523728,0.686754405498505,0.550949573516846,0.660233229398728,0.851634860038757,10,0.399112805724144,0.804378777742386,0.734741657972336,1.72298043966294,0.994413673877715,0.943391859531403,0.736494988203048,0.780651986598969,0.809155344963074,0.377117365598679,0.30003821849823,0.553846153846154,748.713006953764,6,2,0.435,0
"Mianserin",264.16264865,3.831197652,0,2,6.48,0,4,0,84.4987,0.232,0,0,0,0.0842119008302689,3.65049242973328,1.59231293201447,5.41671943664551,10,0.255605459213257,8.15998554229737,3.86096787452698,0.515974223613739,10,1.23677492141724,1.25160771608353,6.01798009872437,1.04881238937378,4.60031342506409,10,10,0.913578510284424,0.997452557086945,5.04452586174011,4.62803292274475,9.75853061676024,0.326055407524109,2.9419002532959,10,10,5.55162382125854,10,4.16848421096802,5.42255020141602,0.557692307692308,13349.0526553758,30,6,0.282,0
"Acetylcysteine",163.030313849,-0.711312742333334,3,3,66.4,0,0,3,37.6674,5.09,0,1,1,10,10,10,10,10,8.41500759124756,10,10,10,10,10,10,10,10,10,8.18699932098389,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.569767441860465,129055.527370623,332,10,0.488,0
"Icatibant",1303.660794719,-7.9869073593853,15,23,523.72,0,7,30,332.9107,0.057,1,1,1,10,10,0.602858901023865,1.93056809902191,10,0.696797013282776,10,5.24188613891602,1.97434723377228,10,2.67047691345215,10,6.23429656028748,0.836524844169616,1.32558685541153,10,10,2.48318791389465,4.6723313331604,10,10,10,10,3.85472404956817,0.338353276252747,10,7.74112510681152,5.53796625137329,10,10,0.45,364.887627072914,10,2,0.435,0
"Rufinamide",238.066617308,1.26659764233333,1,3,73.8,0,2,3,67.0702,0.642,0,0,1,0.0797002911567688,0.333490565419197,4.13988447189331,4.10934829711914,0.62562370300293,0.0446119606494904,3.00752246379852,0.221131220459938,0.139306306838989,0.872975587844849,0.37292355298996,0.483651474118233,0.304474338889122,1.58838552236557,0.0999284163117408,0.88641631603241,0.276389837265015,0.207161143422127,0.0726864524185658,2.12188875675202,0.23600547760725,2.55947268009186,1.1579777598381,0.238885380327702,0.158239960670471,0.316076889634132,0.29570746421814,0.296512633562088,0.715037703514099,0.211070165038109,0.519543973941368,7105.41749685582,30,2,0.435,0
"Alogliptin",339.169524941,1.15564015233333,1,5,93.67,0,3,3,104.2632,0.58,0,0,1,1.25337696075439,6.94901275634765,0.0751438960433006,0.647781372070312,5.80835151672363,0.353051900863647,3.30251276493073,0.214750334620476,1.1815277338028,5.31716251373291,0.537909150123596,10,0.681718319654464,0.0868235491216183,0.961601138114929,0.754391193389893,1.03318414092064,0.66497653722763,1.94280838966369,3.00334429740905,10,4.38535499572754,3.58045601844788,0.795578509569168,1.5104284286499,4.64378571510315,0.410017520189285,2.67041063308716,10,1.43121016025543,0.477664399092971,11668.312373566,32,2,0.435,0
"Tapentadol",221.177964363,2.95853362735575,1,2,23.47,0,1,5,69.5588,0.78,0,0,0,0.0842119008302689,0.103767856955528,0.877372145652771,2.97342455387115,0.268325090408325,0.033454030752182,0.286698222160339,0.0624394118785858,0.0429571680724621,10,0.184468820691109,0.110948335379362,0.129352517426014,0.0589153226464987,0.189510755240917,0.551884293556213,0.151783697307109,0.327315121889114,0.119057722389698,0.574257552623749,0.144849747419357,0.30900226533413,0.0223875576630235,0.14973159134388,0.0378248915076256,0.355366110801697,0.108225472271442,0.103928744792938,1.80216777324677,1.63372898101807,0.671052631578947,11098.772774319,40,6,0.178,1
"Silodosin",495.234491142,3.04673584,3,6,97.05,0,3,14,128.9196,0.0111,0,1,1,0,0.978405892848969,1.07572841644287,0.761629104614258,1.91601145267487,0.173607915639877,2.54881191253662,7.03880023956299,1.22844254970551,3.40180540084839,0.343037366867065,1.02630242705345,1.49941474199295,0.312252998352051,1.9931126832962,0.168252170085907,2.20152306556701,0.484036594629288,1.18637484312057,0.476613759994507,2.58307707309723,7.96225595474243,7.43222904205322,3.19249641895295,1.60234761238098,1.39375591278076,1.28034710884094,5.4408802986145,0.974303901195526,0.368365675210953,0.546511627906977,11762.5826278582,22,2,0.435,0
"Prasugrel",373.114792406,4.30720580333333,0,3,46.61,0,4,6,96.8121,0.00237,0,0,1,0.263719290494919,0.0732611007988453,5.0431661605835,0.0792008899152279,1.27858448028564,0.0353195518255234,3.01333045959472,0.309474527835846,0.149386644363403,0.820820391178131,0.277905881404877,0.0778832919895649,0.221514143049717,0.134491741657257,0.143903151154519,0.0862014219164848,0.248595714569091,0.173876136541367,0.370471373200417,0.415191814303399,0.250744998455047,1.33450323343277,0.106414429843426,0.357497751712799,0.11507161706686,0.61627596616745,0.608696401119232,0.345642536878586,0.8805570602417,0.33307409286499,0.477664399092971,0,2,2,0.435,1
"Eltrombopag",442.164105212,6.02623631266667,3,7,114.59,0,4,5,126.4827,0.0103,1,1,1,0.0548665262758732,0.029196197167039,0.109127655625343,0.697300940752029,0.158443748950958,0.032402515411377,0.185531735420227,0.106530852615833,0.109667077660561,0.253882646560669,0.0957360491156578,0.0692733954638242,0.198013037443161,0.115695651620627,0.18583994358778,0.0799586847424507,0.0885852575302124,0.0897906050086021,0.0569325722754001,0.0811916701495647,0.100231930613518,0.11446861922741,0.0188722936436534,0.128104522824287,0.294172793626785,0.160116948187352,0.138918161392212,0.146533980965614,0.0772365629673004,0.0631386786699295,0.351485148514851,22465.1793567784,14,1,0.596,0
"Tolvaptan",448.155370383,5.35018372033333,2,3,69.64,0,4,3,129.1552,0.00124,1,0,1,0.133901044726372,0.284442007541656,0.0561047159135342,0.310492232441902,5.93936920166016,0.62897115945816,2.08659255504608,2.70656323432922,1.50809359550476,0.527942776679993,1.14971268177032,2.50070977210998,2.87257993221283,0.149214126169681,2.73598933219909,0.304345607757568,1.47108858823776,0.739970028400421,9.01814079284668,0.616461396217346,0.896664977073669,0.389720246195793,2.97726082801818,3.37158393859863,0.274287551641464,3.43925845623017,1.45220470428467,2.02161693572998,1.02243280410767,1.18803691864014,0.418604651162791,4692.72802745848,22,2,0.435,1
"Regadenoson",390.140015726,-2.25204298333333,5,10,186.46,0,4,4,95.4784,4.85,0,1,1,0.428843170404434,0.0377454403787851,0.136164486408234,0.680057883262634,0.0531345382332802,0.0290239341557026,0.0796051770448685,0.0547080934047699,0.0785167664289474,0.156714424490929,0.0757990628480911,0.429151922464371,0.0849732011556626,0.199836790561676,0.150663383305073,0.0272337682545185,0.0858109779655934,0.0883778184652328,0.0526815969496966,0.106532413512469,0.132501035928726,0.257474139332771,0.611014991998672,0.0852918811142445,0.158573344349861,0.0841506533324718,0.0712186172604561,0.0843566507101059,0.142939895391464,0.0496671125292778,0.419354838709677,2345.31828400441,22,2,0.435,0
"Asenapine",401.103000462,3.72460657366667,0,1,12.47,0,4,2,81.6499,0.0567,0,0,0,10,5.37609219551086,2.66193819046021,5.8181402683258,10,2.87335348129272,8.15998554229737,10,9.2832317352295,10,4.53918027877808,10,6.01798009872437,10,10,10,10,2.47661280632019,6.35220837593079,5.04452586174011,10,10,7.43222904205322,10,10,10,5.55162382125854,10,4.16848421096802,6.04128122329712,0.557692307692308,89139.8620532447,74,19,0.435,1
"Lacosamide",250.131742452,-0.0224416053333338,2,3,67.43,0,1,6,67.5675,0.465,0,0,1,0.0797002911567688,0.333490565419197,3.83238983154297,4.10934829711914,0.673519909381866,0.153107956051826,3.00752246379852,0.588291645050049,0.418283015489578,0.872975587844849,0.37292355298996,0.483651474118233,0.870840460062027,3.52561628818512,0.382168203592301,0.88641631603241,0.276389837265015,0.242323517799377,0.121632408350706,2.12188875675202,0.23600547760725,2.55947268009186,1.1579777598381,0.409103989601135,0.225354954600334,0.565998613834381,0.29570746421814,0.296512633562088,0.715037703514099,0.211070165038109,0.544354838709677,311.923861315267,6,2,0.435,0
"Rivaroxaban",435.065569098,1.89764471866667,1,5,88.18,0,4,5,104.7437,0.01,0,0,1,0.0412660539150238,6.51311230659485,0.576623260974884,7.05994129180908,8.64600658416748,0.65520966053009,5.94525265693665,5.53562831878662,2.91794586181641,7.34330129623413,2.29849457740784,1.8218469619751,3.90911781787872,2.4716511964798,7.40533232688904,1.18855881690979,10,3.23388361930847,3.59322869777679,1.45830464363098,5.46138572692871,2.00096797943115,10,10,10,5.20339417457581,4.73781967163086,10,3.73644804954529,2.83500170707703,0.442477876106195,52277.9964834744,42,1,0.34,0
"Avanafil",483.17856544,2.77881291033333,3,9,125.39,0,4,9,131.751,0.0297,0,1,1,0.44489324092865,1.56244689226151,1.00884830951691,3.72552347183227,6.32443428039551,1.37352895736694,5.90266561508179,10,1.44966769218445,7.69249248504639,10,0.865481525659561,6.6092586517334,1.92699193954468,4.25009965896606,3.09379768371582,7.62841439247132,2.46818780899048,2.32873952388764,7.92660760879516,10,1.25615280866623,0.371060699224472,9.19809055328369,2.12318444252014,5.73008704185485,5.36263370513916,8.61877822875977,4.78129816055298,2.13508987426758,0.424657534246575,397.970965614011,8,1,0.579,0
"Alvimopan",424.236207522,0.822153591390688,3,5,89.87,0,3,8,120.5593,0.00834,0,0,1,0,0,0.877372145652771,1.15192675590515,0.0564833283424377,0.00491147069260478,0,0.0145697062835097,0.0200227089226246,0.00818270910531282,0,0,0.0213856864720583,0.0589153226464987,0,0,0,0.00690075987949967,0,0.0124551067128778,0.144849747419357,0.00765793700702489,0,0.00252236030064523,0.0078793689608574,0.00906145572662354,0.00749473413452506,0,0.00541607569903135,0.014543809928,0.671052631578947,11098.772774319,40,2,0.435,0
"Temsirolimus",1029.602485741,7.129959347,4,14,241.96,0,4,11,277.0665,0.00235,1,1,1,1.98146641254425,5.86158466339112,6.42243242263794,10,6.05699634552002,7.71287822723389,7.45222783088684,6.07004594802856,5.28152465820312,6.4058928489685,6.7819619178772,6.1177887916565,7.61887669563293,8.47441339492797,6.98674249649047,3.82649493217468,5.33969378471375,6.36400365829468,6.89323043823243,7.13819861412049,7.70973038673401,6.56459617614746,4.55921292304992,6.45589280128479,5.2019419670105,6.67882204055786,6.91532516479492,5.59911823272705,7.50203609466553,5.95491695404053,0.276255707762557,145928.601178963,166,2,0.435,0
"Saxagliptin",315.194677059,-0.0795344320000004,2,4,90.35,0,5,2,83.9913,2.26,0,0,1,1.25337696075439,6.94901275634765,0.0751438960433006,0.647781372070312,5.80835151672363,0.353051900863647,3.30251276493073,0.214750334620476,1.1815277338028,5.31716251373291,0.537909150123596,10,0.681718319654464,0.0868235491216183,0.961601138114929,0.754391193389893,1.03318414092064,0.66497653722763,1.94280838966369,3.00334429740905,10,4.38535499572754,3.58045601844788,0.795578509569168,1.5104284286499,4.64378571510315,0.410017520189285,2.67041063308716,10,1.43121016025543,0.477664399092971,11668.312373566,32,1,0.209,0
"Pazopanib",437.163393705,3.54870724633333,2,7,119.03,0,4,5,132.1813,0.0433,0,1,1,3.61174321174622,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.462962962962963,151297.274904677,186,9,0.51,0
"Apixaban",459.190654313,1.827072246,1,5,110.76,0,5,5,126.901,0.0679,0,0,1,0.0412660539150238,6.51311230659485,0.576623260974884,7.05994129180908,8.64600658416748,0.65520966053009,5.94525265693665,5.53562831878662,2.91794586181641,7.34330129623413,2.29849457740784,1.8218469619751,3.90911781787872,2.4716511964798,7.40533232688904,1.18855881690979,10,3.23388361930847,3.59322869777679,1.45830464363098,5.46138572692871,2.00096797943115,10,10,10,5.20339417457581,4.73781967163086,10,3.73644804954529,2.83500170707703,0.442477876106195,52277.9964834744,42,1,0.508,0
"Bosutinib",529.164745233,4.087721831,1,8,82.88,0,4,9,142.1209,0.0095,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.54765939712524,10,10,10,10,10,10,10,0.482758620689655,1917483.80520523,804,2,0.435,0
"Dalfampridine",94.053098202,0.286413164,2,2,35.88,0,1,0,40.0884,6.73,0,1,0,0.0313636474311352,1.72653698921204,10,1.44807022809982,2.16365456581116,0.665258169174194,1.21468120813369,3.36043548583984,4.49601936340332,1.29465556144714,3.73051691055298,0.439153879880905,1.04649579524993,3.40817391872406,3.1661286354065,2.08981609344482,2.11310803890228,1.54299414157867,2.81064188480377,1.34741419553757,5.16509032249451,2.10160839557648,3.42958915233612,4.40286612510681,1.53762292861938,1.4263939857483,7.46541213989258,1.6418524980545,1.70691502094269,1.29565644264221,0.513888888888889,48542.275547692,32,4,0.552,0
"Pasireotide",1046.50142376,2.67656324719607,9,10,281.2,0,8,18,286.6616,0.00203,1,1,1,0.621175110340118,0.45566563308239,4.07410335540771,7.52971720695496,2.64658117294312,0.441089063882828,1.4727845788002,0.639238953590393,2.88245415687561,3.06893014907837,0.359280496835709,2.18890273571014,1.80311059951782,10,1.04342538118362,0.938649415969849,0.753823906183243,7.89178991317749,1.74146896600723,2.34008586406708,1.46343886852264,6.32047128677369,2.65874981880188,1.81751197576523,2.28471899032593,1.86101996898652,1.16767239570618,0.733888387680054,1.86663699150085,0.6619673371315,0.545454545454545,92842.5159709389,20,2,0.435,0
