,X,MolecularWeight,XLogP,HydrogenBondDonorCount,HydrogenBondAcceptorCount,PolarSurfaceArea,FormalCharge,NumRings,RotatableBondCount,Refractivity,XLogP.1,Ro5,Ghose,Veber,Blood,Skin,Brain,Testis,AdiposeTissue,Muscle,Nerve,BloodVessel,Heart,Lung,Esophagus,Kidney,Thyroid,Pituitary,Uterus,Pancreas,Vagina,Stomach,AdrenalGland,Colon,Prostate,Spleen,Liver,FallopianTube,Ovary,Breast,Bladder,CervixUteri,SmallIntestine,SalivaryGland,lossFreq,maxBtwn,maxDegree,nTargets,wQED,response,PC1,PC2,PC3
443,Dorzolamide,324.0272191,-0.1511135127,2,5,106.33,0,2,3,72.4611,0.699,0,0,1,10,5.067505121,10,10,10,10,1.179720581,0.5738627315,5.158444405,10,1.370481133,10,10,6.354887724,2.264195204,9.910356522,3.188336015,10,4.109553099,10,1.884492457,5.651741266,10,1.317157984,1.594747543,10,2.33104372,1.641260982,2.001991272,10,0.5473684211,27332.2638,26,3,0.22,0,2.15219023,-3.194062291,-1.49824305
444,Terbutaline,225.1364935,0.4410374045,4,4,72.72,0,1,4,63.0359,5.84,0,0,1,2.362123251,5.376092196,0.9412439466,0.346510902,10,2.873353481,3.394628048,1.309535742,2.781012058,10,4.539180279,0.4819729179,1.276782393,0.2502148598,1.989638507,0.3714163899,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.2956051528,10,2.251211882,3.500741482,2.735410929,5.831739426,0.3596491228,89139.86205,74,1,0.397,0,-1.42132604,0.7402814204,2.073487872
445,Loteprednol,394.1547017,2.520263464,2,4,83.83,0,4,3,102.6485,0.0336,0,0,1,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976455688,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587,0.3502824859,256392.7478,268,1,0.432,0,2.94988952,0.761312217,0.5485669744
446,Eprosartan,424.145678,3.797230394,2,5,92.42,0,3,10,117.0243,0.00866,0,0,1,0.01968038268,4.10831809,0.1044264957,1.279245079,10,2.542785645,5.303859472,3.417170525,1.319192886,5.280982018,2.20072794,2.33992672,8.311505318,0.5344999433,1.601406753,1.0542382,2.139179051,0.9045681953,10,2.981262326,2.305687547,2.287080646,10,4.9211514,0.9284545779,10,7.664821625,1.565535426,1.411323667,2.821396589,0.4173913043,57113.42547,48,1,0.514,0,-1.059900714,0.8846597157,0.5760427382
447,Chlorothiazide,294.9488248,-0.4421814847,2,6,118.69,0,2,1,62.5082,0.398,0,1,1,10,5.067505121,10,10,10,10,1.179720581,0.5738627315,5.158444405,10,1.370481133,10,10,6.354887724,2.264195204,9.910356522,3.188336015,10,4.109553099,10,1.884492457,5.651741266,10,1.317157984,1.594747543,10,2.33104372,1.641260982,2.001991272,10,0.5473684211,27332.2638,26,4,0.226,0,2.15219023,-3.194062291,-1.49824305
448,Isosorbide Dinitrate,236.0280652,0.443291406,0,8,128.56,0,2,4,44.7714,0.938,0,0,1,0.08220840245,2.472255707,0.5567221045,1.858026922,10,1.727251649,10,10,6.314087391,10,8.807852745,10,10,3.787679791,10,2.244259119,7.426726103,4.383623123,7.423678398,4.930985928,3.534813643,2.345329762,1.368141949,10,10,10,8.743242264,8.883307457,8.051523209,4.776728153,0.4775510204,26461.44941,572,1,0.481,0,2.704307196,2.52693702,1.123181933
449,Bumetanide,364.1092925,2.423461698,3,5,118.72,0,2,8,95.7803,0.0257,0,0,1,2.682574511,10,10,10,10,7.496619225,10,10,10,10,10,10,10,9.878382206,10,10,10,10,10,10,10,10,7.25182128,10,10,10,10,10,10,10,0.5862068966,95228.82224,72,2,0.435,0,6.954998566,0.006434616891,-0.592830998
450,Dienestrol,266.1306798,4.831961091,2,2,40.46,0,2,3,84.3572,0.0123,0,0,1,0.05890435725,0.2262099013,0.131807074,1.198394299,0.843457222,0.241446048,0.7094120681,0.8327362537,0.2191122323,0.6423357129,0.1817834824,0.3351018131,0.930546701,2.723376274,10,0.1558258981,10,0.1504779309,0.5274291784,0.1377835348,1.679577112,0.5558094382,1.937414885,10,2.849998474,2.848439336,0.9713094234,10,0.2108760327,0.2462399602,0.325443787,1307522.364,656,1,0.249,0,-3.235823834,2.895050073,-0.1781229118
451,Oxybuprocaine,308.2099928,3.046285007,1,4,64.79,0,1,11,90.6368,0.544,0,0,1,0,0,0,0.1905770674,0,0,0,0.007819256745,0.04648927227,0,0,0,0,0,0,0,0,0,0,0,0,0.007205453468,0,0,0,0,0,0.009817842394,0,0,0.5443548387,311.9238613,4,1,0.613,0,-6.030184936,-0.02148283616,-0.02445142954
452,Testolactone,300.1725446,3.231327437,0,2,43.37,0,4,0,85.791,0.023,0,0,1,0.07008241117,0.9077056646,0.01659062319,1.148689449,0.7965285182,0.02471712418,1.409634054,0.1454091221,0.07258757204,0.1297906041,0.05226681009,0.01573332818,0.5295847058,0.006669623777,0.01443378348,0.05157942697,0.1147392504,0.02819982916,0.2184584811,0.04092965834,0.07987285778,0.1607192606,0.005248977104,0.09348380193,0.1853844523,0.1288678981,0.1631991416,0.1267112195,0.03611276299,0.08773300052,0.5505617978,0,66,2,0.435,0,-5.723156696,0.03266982279,0.01990058287
453,Benzylpenicilloyl Polylysine,626.3097832,-3.782154907,6,8,170.85,0,3,17,122.2152,0.0567,0,0,1,10,2.68769908,6.643844128,2.895666599,10,1.8521173,10,10,7.662683487,10,9.049375534,10,9.775910854,6.609943151,8.547010422,4.497911453,9.296708584,9.544756889,10,10,10,10,10,10,6.284688473,10,10,8.79738903,10,10,0.48,14949.34699,78,2,0.435,0,5.463087571,-0.03119051416,0.8959721057
454,Rimexolone,370.250795,4.381232339,1,3,54.37,0,4,2,109.0676,0.0121,0,0,1,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976455688,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587,0.3502824859,256392.7478,268,2,0.435,0,2.94988952,0.761312217,0.5485669744
455,Triazolam,342.0439018,2.8921,0,3,43.07,0,4,1,103.6838,0.0183,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5611510791,93335.03776,584,20,0.317,0,7.460322745,-0.7059190306,-0.5662501631
456,Didanosine,236.0909403,-0.3516364083,2,6,88.74,0,3,2,58.5938,6.58,0,0,1,10,5.093683004,2.081238985,1.952978849,6.614348888,0.4965730309,3.106799245,2.984349966,1.809625268,7.619907379,4.159568787,10,3.736496449,4.003885031,2.701881647,2.144414425,9.083802223,8.014983177,3.210118175,8.966282368,2.336450458,8.905005455,5.127152205,4.796081066,0.7588121891,5.145497322,3.699792385,2.041403055,7.881886005,5.538740158,0.4776643991,1850.142689,18,1,0.407,0,0.4493805196,-1.631496279,1.958342419
457,Methdilazine,296.1347193,3.936746242,0,2,6.48,0,4,2,91.6363,0.0147,0,0,0,0.01571560651,3.65049243,0.8216915727,0.4680086076,2.634119272,0.2067602873,4.439896584,3.860967875,0.2777040601,1.866600156,1.18233645,0.496618852,0.8029306531,0.2213678956,1.706133068,0.1250687689,2.750898838,0.4071007669,0.2692765296,2.138170123,1.168346405,0.4537721127,0.05017602816,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.8264481425,0.3921568627,0,0,1,0.465,0,-4.043357353,0.7822611733,0.6602646833
458,Ethacrynic acid,302.0112643,3.655706891,1,4,63.6,0,1,6,72.224,0.0194,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.4952830189,55774.75576,602,2,0.435,0,7.460322745,-0.7059190306,-0.5662501631
459,Ondansetron,293.1528122,2.34996517,0,2,39.82,0,4,2,86.7795,0.248,0,0,0,0.02226191759,0.5114598125,0.5960276723,1.151926756,0.2611915767,0.02026754245,0.2240764499,6.094659805,0.07975252718,0.2564529181,0.3268019855,0.1330222432,0.1454275772,0.429854244,0.281890735,0.5518842936,0.2699018717,0.707660377,0.09840010479,0.8797029257,0.2101913542,0.3090022653,0.008665460162,0.3337201327,0.1128875911,0.1997627467,0.8671042323,0.2308477014,1.212351799,1.633728981,0.6710526316,29748.11048,32,5,0.272,0,-5.198721157,0.0390824669,-0.003170254587
460,Tiagabine,375.1326704,2.601448472,1,3,40.54,0,3,6,115.3171,0.0211,0,0,1,0.02056705207,0.1457961947,10,4.405081034,0.9370341301,0.4290101826,3.723492265,2.159497738,1.14174211,1.167712331,0.96286726,0.6300795972,0.4732691199,1.549909711,1.228486478,0.1322908401,1.653011382,0.2673057914,0.1759830639,0.4261485338,1.218543947,0.3413646221,10,0.5460013747,1.070646048,0.7043022513,0.65819484,1.338904142,0.5549191833,0.2835209966,0.4,0,2,2,0.435,0,-4.027681576,-0.1860420062,-1.869355909
461,Quinidine,324.183778,2.513463951,1,4,45.59,0,4,4,94.6936,0.334,0,0,1,2.272258759,8.151202679,10,10,2.274683952,0.3223316073,2.191778421,4.723416805,10,6.67799902,4.757237911,3.608046174,2.57853961,10,10,5.586803436,10,6.067130089,1.460646749,8.44336319,6.674655676,10,2.212240815,8.049566507,5.244400024,2.612695575,8.739334106,10,4.834608078,10,0.503875969,48947.977,28,2,0.435,1,2.412109651,-0.231452521,-0.7245053772
462,Amantadine,151.1360995,1.465947548,1,1,26.02,0,3,0,45.5356,0.0846,0,1,0,0.07996249199,0.0798423551,0.828758955,0.7745693028,0.09688968211,0.1206481457,1.243043959,0.09750704467,0.1150825396,0.1156740859,0.1077753305,0.06336723827,0.1181632057,10,0.3046805263,0.05641340837,0.2581252381,0.07293815166,0.07491265237,0.1932839751,0.390641883,0.2946594507,0.09774199873,0.2499224022,0.1145928353,0.6882403791,0.09783022106,0.1916752309,0.1762752831,6.041281223,0.4056603774,39011.46581,40,2,0.435,0,-5.016073418,-0.3221855907,-0.8586865823
463,Dinoprostone,352.2249741,3.225270137,3,5,94.83,0,1,12,99.4351,0.044,0,0,1,10,2.180245996,0.316896975,2.361602664,10,0.6251343489,3.52305305,5.612268925,1.512769938,8.159059525,1.599591255,10,2.168387294,1.269093335,10,8.362468719,1.767500043,6.878188133,2.708395839,8.982016563,6.806909084,8.776536465,0.4227183312,5.193012238,5.156141758,5.988815546,3.692397594,10,7.91445446,2.756040812,0.4814814815,33454,8,2,0.435,0,0.9947748618,0.1499287886,1.468626826
464,Ketotifen,309.1187349,3.347869323,0,2,20.31,0,4,0,101.734,0.00787,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.625,40991.8516,570,2,0.435,0,7.460322745,-0.7059190306,-0.5662501631
465,Cyclobenzaprine,275.1673997,4.613013258,0,1,3.24,0,3,3,102.6238,0.00689,0,0,0,0,0.07843941823,1.054215431,0.650991708,0.1641666293,0.03919264674,0.08289540932,1.698105931,0.01729598269,0.08871755004,0.08424430341,0.01702880487,0.06677272916,0.1033316366,0.2624945939,0.007963603362,0.4773188531,0.06251859665,0.02985600661,0.09504025057,0.08904419467,0.008229626343,0.03744903766,0.3940313011,0.04850923643,0.1990569457,0.1057967693,0.2802575231,0.1592950523,0.04165792093,0.2831858407,13349.05266,30,1,0.478,0,-5.756316891,0.07042264401,-0.1348369377
466,Phenoxybenzamine,303.138992,4.639757059,0,2,12.47,0,2,8,88.915,0.0103,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.55625,1274114.411,614,6,0.324,0,7.460322745,-0.7059190306,-0.5662501631
467,Famotidine,337.0449348,-1.95009047,4,8,175.83,0,1,6,80.462,0.271,0,1,1,10,0.04503836296,0.3252597451,0.2210223153,0.776055336,0.04488188401,0.4701829553,0.7458982468,1.821844697,1.018737912,0.1555329412,0.2027031034,0.2534509525,0.1268501282,0.2444522604,0.05263256282,0.2084879726,2.405904531,0.1530505568,0.1034887917,0.4392863959,1.39695555,0.05942329578,0.4897135645,0.1044419408,0.3935578018,0.275490284,0.36600703,0.1989550889,0.1746871173,0.3142857143,0,2,1,0.687,0,-5.036861324,-0.9482817926,0.5391955211
468,Misoprostol,382.2719243,3.857755058,2,4,83.83,0,1,14,107.8798,0.0164,0,0,1,10,2.180245996,0.316896975,2.361602664,10,0.6251343489,3.52305305,5.612268925,1.512769938,8.159059525,1.599591255,10,2.168387294,0.7514546514,10,8.362468719,1.767500043,6.878188133,2.708395839,8.982016563,6.806909084,8.776536465,0.4227183312,5.193012238,5.156141758,5.988815546,3.692397594,10,7.91445446,2.756040812,0.4814814815,11150,6,3,0.729,0,0.9741440476,0.1580062026,1.50430283
469,Mesoridazine,386.1486548,3.574503406,0,3,23.55,0,4,4,115.1253,0.0767,0,0,0,0.00785051845,0.07843941823,1.054215431,0.7745693028,0.1641666293,0.1206481457,1.243043959,1.698105931,0.01744899713,0.08871755004,0.1077753305,0.04595601372,0.06677272916,10,0.3046805263,0.04300544411,0.4773188531,0.06251859665,0.05678276159,0.1011151411,0.390641883,0.01315964153,0.03744903766,0.3940313011,0.07627490908,0.6882403791,0.1057967693,0.2802575231,0.1592950523,6.041281223,0.3942307692,39011.46581,40,2,0.467,1,-4.943938003,-0.2087412303,-0.885904535
470,Maprotiline,277.1830497,4.372104774,1,1,12.03,0,4,4,99.3017,0.00015,0,0,0,0.06177549064,3.65049243,8.412851334,5.980387688,2.634119272,0.2067602873,4.439896584,3.860967875,6.764817238,1.866600156,1.18233645,0.496618852,0.8029306531,1.146733701,1.706133068,0.4938296974,2.750898838,0.5134895444,0.2692765296,3.630660295,10,4.869907141,7.432229042,2.241176188,1.707205772,2.094831586,4.940295696,2.547428608,2.165588617,4.811089993,0.4954954955,23664.94249,22,8,0.216,0,-1.900435654,-0.1924510737,-1.020864685
471,Oxymetazoline,260.1888634,3.032315205,2,3,44.62,0,2,3,79.7985,0.0515,0,0,1,0.06237339228,2.741013765,1.229638696,5.416719437,10,0.2556054592,8.159985542,2.602161646,1.22844255,2.239341736,1.236774921,1.251607716,6.017980099,1.048812389,4.600313425,10,10,0.9135785103,0.9974525571,5.044525862,4.628032923,9.758530617,7.432229042,2.941900253,10,10,5.551623821,10,4.168484211,5.422550201,0.5166666667,2815.517993,20,2,0.13,0,0.6089509682,2.548148675,0.3234713551
472,Salicylic acid,138.0316941,1.977263402,2,3,57.53,0,1,1,35.2951,11.3,0,1,1,6.102405071,10,1.32149446,2.781517386,10,3.535234451,8.691450119,5.565985203,3.049853325,7.62326622,10,7.13095808,8.167417049,3.136099219,1.958506286,1.47846067,6.834624767,10,1.348212898,10,6.805960655,5.680968046,10,7.065508842,1.871321678,8.047014713,10,3.340286016,10,10,0.6551724138,8170.888632,30,2,0.435,0,2.699897659,-1.176845209,2.603432062
473,Salmeterol,415.2722587,3.614696207,4,5,81.95,0,2,16,122.3904,0.00226,0,0,1,2.362123251,5.376092196,0.9412439466,0.346510902,10,2.873353481,3.394628048,1.309535742,2.781012058,10,4.539180279,0.4819729179,1.276782393,0.2502148598,1.989638507,0.3714163899,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.2956051528,10,2.251211882,3.500741482,2.735410929,5.831739426,0.3596491228,89139.86205,74,1,0.686,0,-1.42132604,0.7402814204,2.073487872
474,Meclofenamic acid,295.016684,6.092265241,2,3,49.33,0,2,3,76.4512,0.00366,1,1,1,10,10,10,6.475295782,7.726097584,0.6203095317,7.756225109,3.616984844,2.016113043,10,10,3.61831975,2.605581999,8.7144804,3.46431756,7.973678112,6.834624767,10,4.294697523,10,8.391875267,10,1.987955868,7.065508842,1.39918673,8.607328892,10,4.356744289,10,8.457582474,0.4705882353,23283.50323,30,5,0.173,0,3.277223223,-2.229057013,1.847551699
475,Methantheline,340.1912687,-0.4693564055,0,1,35.53,1,3,7,110.4169,0.000132,0,1,0,10,0.5615472198,8.412851334,0.2210223153,0.776055336,0.04488188401,0.4701829553,0.7458982468,1.821844697,1.19683969,0.1555329412,0.2027031034,0.2534509525,0.1268501282,0.2444522604,0.06755753607,0.2084879726,2.405904531,0.1530505568,0.3345679343,10,1.39695555,0.05942329578,0.4897135645,0.1044419408,0.6901051402,0.275490284,0.36600703,0.2214452326,4.811089993,0.3142857143,1128.504699,12,2,0.435,0,-4.039158491,-1.480438359,-0.3940533362
476,Hexafluronium,532.3817495,-0.2840138036,0,0,0,2,6,9,184.4936,0.0567,1,1,0,0.01009109616,1.068140745,2.47418952,0.9119339287,0.6147767305,0.2083849013,0.3894087821,0.3331284821,0.7355736494,3.62605238,5.883807182,0.3719557375,0.658590734,0.3991703689,6.599007607,0.193198204,1.764389098,0.4521722496,0.6868275106,4.312083483,0.3985475302,1.589029908,10,10,0.1657419652,1.124231815,1.970343351,6.333235741,1.893172979,0.2070751935,0.5654450262,0,2,1,0.435,0,-3.131610551,0.8802074134,-0.0586830444
477,Cycrimine,287.2249146,3.788116829,1,2,23.47,0,3,5,88.6042,0.00909,0,0,0,0,0.5615472198,8.412851334,0.09631652758,0.01149650384,0,0.02462420054,0.01012037788,0.02627910674,1.19683969,0.07056805491,0.06802387908,0.08985241503,0.01624170132,0.0418682117,0.06755753607,0.01469945256,0.3233567178,0.03315468319,0.3345679343,10,0,0,0.06063487008,0.007442934904,0.6901051402,0.0265203286,0.07915510982,0.2214452326,4.811089993,0.4776643991,1128.504699,12,1,0.121,0,-4.876630549,-0.5981461574,-0.8903796606
478,Demecarium,556.3988562,-1.418755321,0,2,59.08,2,2,17,185.7106,1.69E-05,1,1,1,0.7322712541,1.068140745,10,3.61620748,0.6147767305,7.819921017,0.3894087821,0.3331284821,0.7355736494,3.62605238,5.883807182,1.865379155,0.7660108805,5.354573965,6.599007607,1.134945989,1.764389098,0.5040095448,0.6868275106,4.312083483,4.219288111,2.052807093,10,10,2.201324463,1.124231815,1.970343351,6.333235741,4.156428337,3.473966599,0.5654450262,51784.02287,20,2,0.788,0,-1.537521723,-0.1486934663,-1.866632213
479,Acetylsalicylic acid,180.0422587,1.238089698,1,3,63.6,0,1,3,44.4466,1.46,0,0,1,6.102405071,10,1.32149446,2.781517386,10,3.535234451,8.691450119,5.565985203,3.049853325,7.62326622,10,7.13095808,8.167417049,3.136099219,1.958506286,1.47846067,6.834624767,10,1.348212898,10,6.805960655,5.680968046,10,7.065508842,1.871321678,8.047014713,10,3.340286016,10,10,0.6551724138,8170.888632,30,3,0.435,0,2.699897659,-1.176845209,2.603432062
480,Phenprocoumon,280.1099444,3.735323605,1,2,46.53,0,3,3,81.6436,0.0486,0,0,1,0.2381784469,0.536906898,0.2758550942,0.3182540536,0.3264465034,0.06741621345,0.4521215856,0.5059162974,0.1409743279,0.435193181,0.2506980002,0.3579629958,0.3150117546,0.5373604298,0.3899290562,0.3918560147,0.355813235,0.2934123874,0.2850091904,0.2907279283,0.2829725742,0.3689509928,0.9883170426,0.4264245182,0.4300459325,0.3567806184,0.4782493412,0.5002219081,0.4926404655,0.3573836684,0.5098039216,0,0,1,0.42,0,-5.527416719,0.01732789198,-0.02532971734
481,Felbamate,238.0953569,0.6795679437,2,2,104.64,0,1,7,59.5868,0.742,0,0,1,0.07996249199,0.0798423551,2.149349928,0.8971682191,0.09688968211,0.03720039129,0.2122435644,0.09750704467,0.3973066807,0.1156740859,0.106603913,0.06336723827,0.1181632057,0.06130965054,0.1344862804,0.05641340837,0.1533009037,0.1245850623,0.07491265237,0.1932839751,0.1974725649,0.2946594507,0.09774199873,0.1413139887,0.1145928353,0.1328992322,0.09783022106,0.1766323894,0.1762752831,0.132763654,0.4056603774,72225.02384,90,3,0.276,0,-5.754977803,-0.152564824,-0.281675224
482,Fexofenadine,501.2879087,2.938500987,3,5,81,0,4,10,147.9846,0.00266,1,1,1,0.01571560651,3.65049243,0.8216915727,0.4680086076,2.634119272,0.2067602873,4.439896584,3.860967875,0.2777040601,1.866600156,1.18233645,0.496618852,0.8029306531,0.2213678956,1.706133068,0.1250687689,2.750898838,0.4071007669,0.2692765296,2.138170123,1.168346405,0.4537721127,0.05017602816,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.8264481425,0.3921568627,0,0,1,0.636,0,-4.043357353,0.7822611733,0.6602646833
483,Rizatriptan,269.1640456,1.767879314,1,3,49.74,0,3,5,93.1323,0.338,0,0,1,0,0.5114598125,0.5960276723,0.6701011062,0.3984386027,0.06524196267,0.2240764499,6.094659805,0.05022085458,0.2564529181,0.3268019855,0.1330222432,0.189550072,0.2938372344,0.281890735,0.04622707143,0.2699018717,0.707660377,0.05298868194,0.08228527009,0.2101913542,0.1045860276,0.005652402062,0.3337201327,0.1128875911,0.2595998347,0.8671042323,0.2308477014,2.464858294,0.0291146487,0.5106382979,979.2168839,8,2,0.435,0,-5.311312412,0.1157212151,0.1333620428
484,Norgestimate,369.2303939,4.112401799,1,3,58.89,0,4,3,104.9987,0.00531,0,0,1,0.05890435725,0.2262099013,0.1873085797,1.198394299,0.9412500262,0.241446048,0.7528805435,4.112647057,1.349327683,0.8311958313,0.6984575987,0.3351018131,0.930546701,2.723376274,10,0.1558258981,10,0.2685482204,0.9402059615,0.6596648097,2.13158083,0.6333678961,1.937414885,10,6.273174286,2.848439336,1.470778465,10,0.3103258014,0.3724816144,0.5911111111,1307522.364,656,2,0.644,0,-2.723033093,3.184209125,-0.2677353117
485,Methylprednisolone,374.2093241,1.560009021,3,5,94.83,0,4,2,103.0419,0.109,0,0,1,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976455688,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587,0.3502824859,256392.7478,268,1,0.312,1,2.94988952,0.761312217,0.5485669744
486,Pindolol,248.1524779,1.692981166,3,3,57.28,0,2,6,71.462,0.861,0,0,1,2.362123251,5.376092196,2.66193819,0.6701011062,10,2.873353481,3.394628048,6.094659805,9.283231735,10,4.539180279,0.4819729179,1.276782393,0.2502148598,1.989638507,0.3859574497,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.2956051528,10,2.251211882,3.500741482,2.735410929,5.831739426,0.4576271186,89139.86205,74,4,0.374,0,-0.8513840409,0.8073972248,1.580544089
487,Mepivacaine,246.1732133,3.19161987,1,2,32.34,0,2,2,76.3197,0.621,0,0,0,0,0,0,0.1905770674,0,0,0,0.007819256745,0.04648927227,0,0,0,0,0,0,0,0,0,0,0,0,0.007205453468,0,0,0,0,0,0.009817842394,0,0,0.5443548387,311.9238613,4,1,0.133,0,-6.030184936,-0.02148283616,-0.02445142954
488,Bromfenac,333.0000559,3.660173814,2,4,80.39,0,2,4,80.2643,0.0126,0,0,1,6.102405071,10,0.8208532333,0.489034012,2.722895622,0.3078416884,1.505134642,2.685022354,1.625647783,7.62326622,10,0.8999707103,1.945427537,3.136099219,1.958506286,0.6378267407,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.6487878859,7.065508842,0.7822744846,2.162109017,10,3.340286016,10,1.79864502,0.4705882353,8170.888632,30,2,0.334,0,-0.1319703414,-1.672827063,3.586529533
489,Apraclonidine,244.0282518,1.65616275,3,4,62.44,0,2,1,63.7892,0.409,0,0,1,0.06237339228,2.741013765,1.229638696,5.416719437,10,0.2556054592,8.159985542,2.602161646,1.22844255,2.239341736,1.236774921,1.251607716,6.017980099,1.048812389,4.600313425,10,10,0.9135785103,0.9974525571,5.044525862,4.628032923,9.758530617,7.432229042,2.941900253,10,10,5.551623821,10,4.168484211,5.422550201,0.5166666667,2815.517993,20,2,0.338,0,0.6089509682,2.548148675,0.3234713551
490,Methyldopa,211.0844579,-1.359480317,4,5,103.78,0,1,3,53.7914,2.26,0,1,1,0.06237339228,2.741013765,1.229638696,5.416719437,10,0.2556054592,8.159985542,2.602161646,0.5159742236,2.239341736,1.236774921,1.251607716,6.017980099,1.048812389,4.600313425,10,10,0.9135785103,0.9974525571,5.044525862,4.628032923,9.758530617,0.3260554075,2.941900253,10,10,5.551623821,10,4.168484211,5.422550201,0.5166666667,2815.517993,20,1,0.568,0,0.3174767534,2.551735945,0.7284126395
491,Azelastine,381.1607901,4.041263461,0,3,35.91,0,4,3,110.5154,0.0092,0,0,0,0.01571560651,3.65049243,0.8216915727,0.4680086076,2.634119272,0.2067602873,4.439896584,3.860967875,0.2777040601,1.866600156,1.18233645,0.496618852,0.8029306531,0.2213678956,1.706133068,0.1250687689,2.750898838,0.4071007669,0.2692765296,2.138170123,1.168346405,0.4537721127,0.05017602816,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.8264481425,0.3921568627,0,0,2,0.435,0,-4.043357353,0.7822611733,0.6602646833
492,Ezetimibe,409.14895,4.559127928,2,3,60.77,0,4,6,108.8617,0.00846,0,0,1,10,10,2.039753199,4.864396572,10,1.47485733,10,5.241886139,1.974347234,10,2.670476913,10,6.23429656,5.642706394,4.922780752,10,10,6.741526127,10,10,10,10,10,5.434941769,4.994543552,10,7.741125107,6.304376125,10,10,0.4796573876,364.8876271,10,2,0.435,0,4.215488787,-0.6895523859,1.566808015
493,Dipyridamole,504.3172518,1.806389258,4,12,145.44,0,4,12,142.7794,0.922,1,1,1,5.721350193,4.86571002,8.279202461,10,8.893613815,5.087971687,5.902665615,10,4.465662479,7.692492485,10,2.353960276,7.63650465,2.672997236,5.834105253,4.368881702,7.628414392,10,3.875127435,7.926607609,10,10,1.293206275,9.198090553,2.123184443,6.140532732,5.841405392,8.618778229,4.781298161,6.40662241,0.5066666667,1275.002097,14,4,0.716,1,2.929982522,-0.307444122,0.6736474002
494,Ethinyl Estradiol,296.17763,3.897353088,2,2,40.46,0,4,0,87.3745,0.00677,0,0,1,0.05890435725,0.2262099013,0.131807074,1.198394299,0.843457222,0.241446048,0.7094120681,0.8327362537,0.2191122323,0.6423357129,0.1817834824,0.3351018131,0.930546701,2.723376274,10,0.1558258981,10,0.1504779309,0.5274291784,10,1.679577112,0.5558094382,10,10,2.849998474,2.848439336,0.9713094234,10,10,0.2462399602,0.4108527132,1307522.364,656,2,0.282,0,-2.038063658,1.752435551,0.3909962888
495,Lomefloxacin,351.1394479,-0.3897758943,2,6,72.88,0,3,3,90.112,0.106,0,0,1,0.8326672912,2.898108959,0.05194545165,10,0.3384616375,0.04526859522,0.23290243,0.2057907283,0.1572988182,1.15861547,0.8254591823,0.2812025547,0.299000293,0.06761952862,0.170647189,0.1045241877,3.186079144,0.8871168494,0.894613415,4.512827396,0.3411369771,2.296064854,0.1549502239,0.1698038056,0.1220394894,0.3894096464,0.3463709056,0.1232747659,4.323980331,1.425280571,0.3869863014,13574.60916,80,2,0.435,0,-4.375398869,-1.063027019,0.2677941448
496,Cyclopentolate,291.1834437,2.316218386,1,3,49.77,0,2,7,82.8058,1.5,0,0,1,0,0.5615472198,8.412851334,0.09631652758,0.01149650384,0,0.02462420054,0.01012037788,0.02627910674,1.19683969,0.07056805491,0.06802387908,0.08985241503,0.01624170132,0.0418682117,0.06755753607,0.01469945256,0.3233567178,0.03315468319,0.3345679343,10,0,0,0.06063487008,0.007442934904,0.6901051402,0.0265203286,0.07915510982,0.2214452326,4.811089993,0.4776643991,1128.504699,12,1,0.217,0,-4.876630549,-0.5981461574,-0.8903796606
